id,score,qald uestions,quegg questions,qald sparql,quegg sparql,qald answer,quegg answer
76,0.96969696969697,¿Qué surfistas profesionales nacieron en Australia?,"""¿Qué surfistas profesionales nacer en Australia?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Australia> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Surfing> .    
}","[[(http://dbpedia.org/resource/Kevin_Volchok ), (http://dbpedia.org/resource/Mark_Morgan_(composer) ), (http://dbpedia.org/resource/Midget_Farrelly ), (http://dbpedia.org/resource/Doc_Paskowitz ), (http://dbpedia.org/resource/Marcus_Adoro ), (http://dbpedia.org/resource/Peggy_Oki ), (http://dbpedia.org/resource/Cheyne_Magnusson ), (http://dbpedia.org/resource/Johnny_Harper ), (http://dbpedia.org/resource/Simon_Anderson ), (http://dbpedia.org/resource/James_Lovett ), (http://dbpedia.org/resource/Koby_Abberton ), (http://dbpedia.org/resource/Daize_Shayne ), (http://dbpedia.org/resource/Ian_Cairns ), (http://dbpedia.org/resource/Kit_Horn )]]","[(http://dbpedia.org/resource/Kevin_Volchok ), (http://dbpedia.org/resource/Mark_Morgan_(composer) ), (http://dbpedia.org/resource/Midget_Farrelly ), (http://dbpedia.org/resource/Doc_Paskowitz ), (http://dbpedia.org/resource/Marcus_Adoro ), (http://dbpedia.org/resource/Peggy_Oki ), (http://dbpedia.org/resource/Cheyne_Magnusson ), (http://dbpedia.org/resource/Johnny_Harper ), (http://dbpedia.org/resource/Simon_Anderson ), (http://dbpedia.org/resource/James_Lovett ), (http://dbpedia.org/resource/Koby_Abberton ), (http://dbpedia.org/resource/Daize_Shayne ), (http://dbpedia.org/resource/Ian_Cairns ), (http://dbpedia.org/resource/Kit_Horn )]"
77,0,¿Qué compañías de electrónica fueron fundadas en Pekín?,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . },,"[[(http://dbpedia.org/resource/Greatview ), (http://dbpedia.org/resource/Sinosteel ), (http://dbpedia.org/resource/SuperMap ), (http://dbpedia.org/resource/Beijing_Mass_Transit_Railway_Operation_Corporation_Limited ), (http://dbpedia.org/resource/China_Central_Huijin ), (http://dbpedia.org/resource/China_National_Aero-Technology_Import_&_Export_Corporation ), (http://dbpedia.org/resource/Aluminum_Corporation_of_China_Limited ), (http://dbpedia.org/resource/CITS_Group_Corporation ), (http://dbpedia.org/resource/Aviation_Industry_Corporation_of_China ), (http://dbpedia.org/resource/Lenovo ), (http://dbpedia.org/resource/Foton_Motor ), (http://dbpedia.org/resource/China_Construction_Bank ), (http://dbpedia.org/resource/Datang_Telecom ), (http://dbpedia.org/resource/Industrial_and_Commercial_Bank_of_China ), (http://dbpedia.org/resource/Alpine_Data_Labs ), (http://dbpedia.org/resource/Xiaomi ), (http://dbpedia.org/resource/Bank_of_China ), (http://dbpedia.org/resource/China_National_Salt_Industry_Corporation ), (http://dbpedia.org/resource/China_Medical_Technologies ), (http://dbpedia.org/resource/Sinovel ), (http://dbpedia.org/resource/China_Petrochemical_Corporation ), (http://dbpedia.org/resource/BeijingWest_Industries ), (http://dbpedia.org/resource/BAW ), (http://dbpedia.org/resource/Qihoo ), (http://dbpedia.org/resource/Sanyuan_Group ), (http://dbpedia.org/resource/Safedom ), (http://dbpedia.org/resource/AcrossChina ), (http://dbpedia.org/resource/Sinopec )]]",[]
78,0.795698924731183,Dame todos los videojuegos de Mean Hamster Software.,"""Dame todos videojuegos de Sirius Software""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
      ?uri rdf:type dbo:VideoGame .
      ?uri dbo:publisher res:Mean_Hamster_Software . 
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/Sirius_Software> .    
}","[[(http://dbpedia.org/resource/Crossbow_(video_game) ), (http://dbpedia.org/resource/Riven )]]","[(http://dbpedia.org/resource/Capture_The_Flag_(video_game) ), (http://dbpedia.org/resource/Gorgon_(video_game) ), (http://dbpedia.org/resource/Escape_from_Rungistan ), (http://dbpedia.org/resource/Wayout ), (http://dbpedia.org/resource/Squish_'em ), (http://dbpedia.org/resource/Repton_(1983_video_game) ), (http://dbpedia.org/resource/Space_Eggs ), (http://dbpedia.org/resource/Sneakers_(Apple_II_video_game) )]"
79,0,¿Cuántas tiendas Aldi hay?,,SELECT DISTINCT ?number WHERE {  <http://dbpedia.org/resource/Aldi> <http://dbpedia.org/ontology/numberOfLocations> ?number . } ,,"[[(""9235""^^xsd:nonNegativeInteger )]]",[]
80,0.949152542372881,¿Cuál es la capital de Camerún?,"""¿Cuál es capital de Camerún?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital> ?uri. } ,"select  ?o    
{
    <http://dbpedia.org/resource/Cameroon> <http://dbpedia.org/ontology/capital>  ?o .    
}",[[(http://dbpedia.org/resource/Yaound%C3%A9 )]],[(http://dbpedia.org/resource/Yaound%C3%A9 )]
81,0,¿Hay algún videojuego que se llame Battle Chess?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
	?uri rdf:type dbo:VideoGame .
        ?uri rdfs:label 'Battle Chess'@en .
}",,[[(true)]],[]
82,0,¿La mujer del presidente Lincoln se llama Mary?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Mary')) 
}",,[[(true)]],[]
83,0.803418803418803,Dame todas las películas que haya dirigido Francis Ford Coppola.,"""Dame todos pel�cula dirigido por Francis Ford Coppola""",SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Francis_Ford_Coppola> . } ,"select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Francis_Ford_Coppola> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}","[[(http://dbpedia.org/resource/The_Rain_People ), (http://dbpedia.org/resource/Youth_Without_Youth_(film) ), (http://dbpedia.org/resource/Apocalypse_Now_Redux ), (http://dbpedia.org/resource/The_Godfather_Part_III ), (http://dbpedia.org/resource/Tonight_for_Sure ), (http://dbpedia.org/resource/The_Cotton_Club_(film) ), (http://dbpedia.org/resource/One_from_the_Heart ), (http://dbpedia.org/resource/Tetro ), (http://dbpedia.org/resource/The_Bellboy_and_the_Playgirls ), (http://dbpedia.org/resource/Peggy_Sue_Got_Married ), (http://dbpedia.org/resource/The_Rainmaker_(1997_film) ), (http://dbpedia.org/resource/Jack_(1996_film) ), (http://dbpedia.org/resource/Dementia_13 ), (http://dbpedia.org/resource/The_Godfather ), (http://dbpedia.org/resource/The_Godfather_Saga ), (http://dbpedia.org/resource/You're_a_Big_Boy_Now ), (http://dbpedia.org/resource/Apocalypse_Now ), (http://dbpedia.org/resource/Hammett_(film) ), (http://dbpedia.org/resource/The_Conversation ), (http://dbpedia.org/resource/The_Godfather_Part_II ), (http://dbpedia.org/resource/Battle_Beyond_the_Sun ), (http://dbpedia.org/resource/Tucker:_The_Man_and_His_Dream ), (http://dbpedia.org/resource/The_Terror_(1963_film) ), (http://dbpedia.org/resource/Rumble_Fish ), (http://dbpedia.org/resource/The_Godfather_(film_series) ), (http://dbpedia.org/resource/Twixt_(film) ), (http://dbpedia.org/resource/Gardens_of_Stone ), (http://dbpedia.org/resource/Bram_Stoker's_Dracula ), (http://dbpedia.org/resource/The_Outsiders_(film) ), (http://dbpedia.org/resource/New_York_Stories )]]","[(http://dbpedia.org/resource/Youth_Without_Youth_(film) ), (http://dbpedia.org/resource/Apocalypse_Now_Redux ), (http://dbpedia.org/resource/The_Rain_People ), (http://dbpedia.org/resource/The_Godfather_Part_III ), (http://dbpedia.org/resource/Tonight_for_Sure ), (http://dbpedia.org/resource/Tetro ), (http://dbpedia.org/resource/The_Cotton_Club_(film) ), (http://dbpedia.org/resource/One_from_the_Heart ), (http://dbpedia.org/resource/The_Bellboy_and_the_Playgirls ), (http://dbpedia.org/resource/Peggy_Sue_Got_Married ), (http://dbpedia.org/resource/The_Rainmaker_(1997_film) ), (http://dbpedia.org/resource/Jack_(1996_film) ), (http://dbpedia.org/resource/Dementia_13 ), (http://dbpedia.org/resource/The_Godfather ), (http://dbpedia.org/resource/The_Godfather_Saga ), (http://dbpedia.org/resource/You're_a_Big_Boy_Now ), (http://dbpedia.org/resource/Apocalypse_Now ), (http://dbpedia.org/resource/Hammett_(film) ), (http://dbpedia.org/resource/The_Conversation ), (http://dbpedia.org/resource/The_Godfather_Part_II ), (http://dbpedia.org/resource/Battle_Beyond_the_Sun ), (http://dbpedia.org/resource/Tucker:_The_Man_and_His_Dream ), (http://dbpedia.org/resource/The_Terror_(1963_film) ), (http://dbpedia.org/resource/Rumble_Fish ), (http://dbpedia.org/resource/The_Godfather_(film_series) ), (http://dbpedia.org/resource/Twixt_(film) ), (http://dbpedia.org/resource/Gardens_of_Stone ), (http://dbpedia.org/resource/Bram_Stoker's_Dracula ), (http://dbpedia.org/resource/The_Outsiders_(film) ), (http://dbpedia.org/resource/New_York_Stories )]"
84,0,¿Cuál es la película de Tim Burton con el mayor presupuesto?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:director res:Tim_Burton .
        ?uri dbo:budget ?b .
}
ORDER BY ?b
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/Big_Eyes)]],[]
85,0,¿Tiene Breaking Bad más episodios que Game of Thrones?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Breaking_Bad dbo:numberOfEpisodes ?x . 
        res:Game_of_Thrones dbo:numberOfEpisodes ?y . 
        FILTER (?y > ?x) 
}",,[[(false)]],[]
86,0,¿Quien se llamaba Rodzilla?,,"PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri dbp:nickname ""Rodzilla""@en .
}",,[[(http://dbpedia.org/resource/Rodney_Blake )]],[]
87,0,¿Nació Natalie Portman en los estados unidos de américa?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE { 
	res:Natalie_Portman dbo:birthPlace ?city .
      	?city dbo:country res:United_States .
}",,[[(false)]],[]
88,0.931506849315068,Dame todos los nietos de Elvis Presley.,"""Dame todos nietos de Elvis Presley""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?child . ?child <http://dbpedia.org/ontology/child> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/parent>  ?o .    
}",[[(http://dbpedia.org/resource/Riley_Keough)]],[]
89,0,¿Que peliculas protagonizadas por Mickey Rourke han sido dirigidas por Guy Ritchie?,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Mickey_Rourke> . ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Guy_Ritchie> . } ,,"[[(http://dbpedia.org/resource/Lock, (http://dbpedia.org/resource/Revolver_(2005_film) ), (http://dbpedia.org/resource/Snatch_(film) ), (http://dbpedia.org/resource/Sherlock_Holmes_(2009_film) ), (http://dbpedia.org/resource/Sherlock_Holmes:_A_Game_of_Shadows ), (http://dbpedia.org/resource/The_Man_from_U.N.C.L.E._(film) ), (http://dbpedia.org/resource/RocknRolla ), (http://dbpedia.org/resource/Swept_Away_(2002_film) ), (http://dbpedia.org/resource/The_Hire )]]",[]
90,0.78125,¿Cuando murió el creador de Drácula?,"""¿Cuándo muri� Conde Drácula?""",SELECT DISTINCT ?date WHERE {  <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x .  ?x <http://dbpedia.org/ontology/deathDate> ?date . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/deathDate>  ?o .    
}","[[(""1912-04-20""^^xsd:date )]]",[]
91,0,¿De qué país viene el creador de Nijntje?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Miffy dbo:creator ?x .
	?x dbo:nationality ?uri .
}",,[[(http://dbpedia.org/resource/Netherlands )]],[]
92,0.96,¿Cuál es el verdadero nombre de Batman?,"""¿Cuál es verdadero nombre de Batman?""",SELECT DISTINCT ?s WHERE { <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo> ?s . },"select  ?o    
{
    <http://dbpedia.org/resource/Batman> <http://dbpedia.org/property/alterEgo>  ?o .    
}","[[(""Bruce Wayne""@en )]]","[(""Bruce Wayne""@en )]"
93,1,¿Qué forma de gobierno tiene Rusia?,"""¿Qué forma de gobierno tiene Rusia?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Russia> <http://dbpedia.org/ontology/governmentType>  ?o .    
}",[[(http://dbpedia.org/resource/Federalism )]],[(http://dbpedia.org/resource/Federalism )]
94,0,¿Cuantas compañías han sido fundadas por el fundador de Facebook?,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri .  ?uri <http://dbpedia.org/ontology/foundedBy> ?uri . } ,,[[(1 )]],[]
95,0,Dame todos las empresas canadienses productoras de música Grunge.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:RecordLabel .
        ?uri dbo:genre res:Grunge .
        ?uri dbo:country res:Canada .
}",,[[(http://dbpedia.org/resource/Murderecords]],[]
96,0.805194805194805,¿Cuántos hijos tuvo Benjamin Franklin?,"""¿Cuáles son hijos de Benjamin Franklin?""",SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Benjamin_Franklin> <http://dbpedia.org/ontology/child>  ?o .    
}",[[(3 )]],"[(http://dbpedia.org/resource/Francis_Folger_Franklin ), (http://dbpedia.org/resource/Sarah_Franklin_Bache ), (http://dbpedia.org/resource/William_Franklin )]"
97,0.911111111111111,Dame una lista de los hijos de Margaret Thatcher.,"""Dame una lista hijos de Margaret Thatcher""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Margaret_Thatcher dbo:child ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Margaret_Thatcher> <http://dbpedia.org/ontology/child>  ?o .    
}","[[(http://dbpedia.org/resource/Carol_Thatcher ), (http://dbpedia.org/resource/Mark_Thatcher )]]","[(http://dbpedia.org/resource/Carol_Thatcher ), (http://dbpedia.org/resource/Mark_Thatcher )]"
98,0.863636363636364,¿De que región es el vino Melon de Bourgogne?,"""De que feminine es vino Melon de Bourgogne?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
        res:Melon_de_Bourgogne dbo:wineRegion ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Melon_de_Bourgogne> <http://dbpedia.org/ontology/wineRegion>  ?o .    
}","[[(http://dbpedia.org/resource/Loire_Valley_(wine) ), (http://dbpedia.org/resource/Oregon ), (http://dbpedia.org/resource/Southern_Ontario ), (http://dbpedia.org/resource/Washington_(state) )]]","[(http://dbpedia.org/resource/Loire_Valley_(wine) ), (http://dbpedia.org/resource/Oregon ), (http://dbpedia.org/resource/Southern_Ontario ), (http://dbpedia.org/resource/Washington_(state) )]"
99,0.805194805194805,¿Cuál es el hijo mas mayor de Meryl Streep?,"""¿Cuáles son hijas de Meryl Streep?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Meryl_Streep dbo:child ?uri . 
        ?uri dbo:birthDate ?d .
}
ORDER BY ASC(?d)
OFFSET 0 LIMIT 1","select  ?o    
{
    <http://dbpedia.org/resource/Meryl_Streep> <http://dbpedia.org/ontology/child>  ?o .    
}",[[(http://dbpedia.org/resource/Henry_Wolfe_Gummer)]],"[(http://dbpedia.org/resource/Grace_Gummer ), (http://dbpedia.org/resource/Henry_Wolfe_Gummer ), (http://dbpedia.org/resource/Mamie_Gummer )]"
100,0,¿Son las ranas verdes un tipo de anfibio?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Hylidae dbo:class res:Amphibian . 
}",,[[(true)]],[]
101,0,¿Actúa Christian Bale en Velvet Goldmine?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE {
        res:Velvet_Goldmine dbo:starring res:Christian_Bale .
}",,[[(true)]],[]
102,0.813559322033898,Dame todos los juegos de GMT.,"""Dame todos juegos de GMT Games""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {	
        ?uri dbo:publisher res:GMT_Games .
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/publisher>  <http://dbpedia.org/resource/GMT_Games> .    
}","[[(http://dbpedia.org/resource/Twilight_Struggle ), (http://dbpedia.org/resource/Washington's_War ), (http://dbpedia.org/resource/Chandragupta_(board_game) ), (http://dbpedia.org/resource/Paths_of_Glory_(board_game) ), (http://dbpedia.org/resource/Fields_of_Fire_(game) ), (http://dbpedia.org/resource/Sword_of_Rome ), (http://dbpedia.org/resource/Commands_&_Colors:_Ancients )]]","[(http://dbpedia.org/resource/Twilight_Struggle ), (http://dbpedia.org/resource/Washington's_War ), (http://dbpedia.org/resource/Chandragupta_(board_game) ), (http://dbpedia.org/resource/Paths_of_Glory_(board_game) ), (http://dbpedia.org/resource/Fields_of_Fire_(game) ), (http://dbpedia.org/resource/Sword_of_Rome ), (http://dbpedia.org/resource/Commands_&_Colors:_Ancients )]"
103,0,¿Desemboca el Isar en un lago?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        ?x dbo:inflow res:Isar .
        ?x rdf:type dbo:Lake . 
}",,[[(true)]],[]
104,0.835443037974684,¿Qué aeropuertos sirve Yeti Airlines?,"""¿En qué aeropuertos atender Yeti Airlines?""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Yeti_Airlines> <http://dbpedia.org/ontology/targetAirport>  ?o .    
}","[[(http://dbpedia.org/resource/Biratnagar), (http://dbpedia.org/resource/Pokhara), (http://dbpedia.org/resource/Siddharthanagar)]]",[]
105,0,¿Qué empresa de la India tiene el mayor número de empleados?,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/India> . ?uri <http://dbpedia.org/ontology/numberOfEmployees> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,,[[(http://dbpedia.org/resource/Bharat_Electronics)]],[]
106,0.784313725490196,¿Qué color expresa lealtad?,"""¿Qué color expres� Bird?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/connotation> <http://dbpedia.org/resource/Loyalty> . },"select  ?s    
{
   ?s <http://dbpedia.org/ontology/connotation>  <'Bird'@en> .    
}",[[(http://dbpedia.org/resource/Indigo )]],[]
107,0,¿Que ciudad tiene la mayor población?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
         ?uri rdf:type dbo:City . 
         ?uri dbo:populationTotal ?pop . 
}
ORDER BY DESC(?pop)
OFFSET 0 LIMIT 1",,[[(true)]],[]
108,0.883720930232558,¿Quién creó Wikipedia?,"""¿Qué crear Wikipedia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Wikipedia dbo:author ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Wikipedia> <http://dbpedia.org/ontology/author>  ?o .    
}","[[(http://dbpedia.org/resource/Jimmy_Wales ), (http://dbpedia.org/resource/Larry_Sanger )]]","[(http://dbpedia.org/resource/Jimmy_Wales ), (http://dbpedia.org/resource/Larry_Sanger )]"
109,0.704225352112676,¿Es Rita Wilson la esposa de Tom Hanks?,"""¿Cuáles son nietos de Tom Hanks?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
ASK 
WHERE { 
        res:Tom_Hanks dbo:spouse res:Rita_Wilson . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Tom_Hanks> <http://dbpedia.org/ontology/parent>  ?o .    
}",[[(true)]],[]
110,0,¿La mujer del presidente Obama se llama Michelle?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
ASK 
WHERE {
        res:Barack_Obama dbo:spouse ?spouse .
        ?spouse rdfs:label ?name .
        FILTER(regex(?name,'Michelle')) 
}",,[[(true)]],[]
111,0.707317073170732,¿Cuántos grupos étnicos viven en Eslovenia?,"""¿Cuántas   Personas viven en Florencia?""",SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Slovenia> <http://dbpedia.org/ontology/ethnicGroup> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Florence> <http://dbpedia.org/ontology/populationTotal>  ?o .    
}",[[(4 )]],"[(""367796""^^xsd:nonNegativeInteger )]"
112,0.736842105263158,¿Quién es el presidente de Eritrea?,"""¿Quién es muri� Presidente de Montenegro?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leader> ?uri . <http://dbpedia.org/resource/Eritrea> <http://dbpedia.org/ontology/leaderTitle> 'President'@en . }  ,"select  ?o    
{
    <http://dbpedia.org/resource/President_of_Montenegro> <http://dbpedia.org/ontology/deathCause>  ?o .    
}",[[(http://dbpedia.org/resource/Isaias_Afwerki )]],[]
113,0.935064935064935,¿Qué películas dirigio Stanley Kubrick?,"""¿Qué pel�cula dirigi� Stanley Kubrick?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Stanley_Kubrick> . },"select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Stanley_Kubrick> .   ?s <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/Film> .    
}","[[(http://dbpedia.org/resource/Lolita_(1962_film) ), (http://dbpedia.org/resource/The_Shining_(film) ), (http://dbpedia.org/resource/Paths_of_Glory ), (http://dbpedia.org/resource/Eyes_Wide_Shut ), (http://dbpedia.org/resource/The_Seafarers ), (http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film) ), (http://dbpedia.org/resource/A_Clockwork_Orange_(film) ), (http://dbpedia.org/resource/Fear_and_Desire ), (http://dbpedia.org/resource/Barry_Lyndon ), (http://dbpedia.org/resource/Spartacus_(film) ), (http://dbpedia.org/resource/The_Killing_(film) ), (http://dbpedia.org/resource/Flying_Padre ), (http://dbpedia.org/resource/Dr._Strangelove ), (http://dbpedia.org/resource/Day_of_the_Fight ), (http://dbpedia.org/resource/Full_Metal_Jacket ), (http://dbpedia.org/resource/Killer's_Kiss )]]","[(http://dbpedia.org/resource/Lolita_(1962_film) ), (http://dbpedia.org/resource/The_Shining_(film) ), (http://dbpedia.org/resource/Paths_of_Glory ), (http://dbpedia.org/resource/Eyes_Wide_Shut ), (http://dbpedia.org/resource/The_Seafarers ), (http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film) ), (http://dbpedia.org/resource/A_Clockwork_Orange_(film) ), (http://dbpedia.org/resource/Fear_and_Desire ), (http://dbpedia.org/resource/Barry_Lyndon ), (http://dbpedia.org/resource/Spartacus_(film) ), (http://dbpedia.org/resource/The_Killing_(film) ), (http://dbpedia.org/resource/Flying_Padre ), (http://dbpedia.org/resource/Dr._Strangelove ), (http://dbpedia.org/resource/Day_of_the_Fight ), (http://dbpedia.org/resource/Full_Metal_Jacket ), (http://dbpedia.org/resource/Killer's_Kiss )]"
114,0.857142857142857,¿Cuando se completo el Titanic?,"""¿Cuándo se complet� RMS Titanic?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?date
WHERE { 
        res:RMS_Titanic dbo:completionDate ?date . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Titanic> <http://dbpedia.org/ontology/completionDate>  ?o .    
}","[[(""1912-04-02""^^xsd:date )]]",[]
115,0,¿Cuántas páginas tiene Guerra y Paz?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?n
WHERE {
        res:War_and_Peace dbo:numberOfPages ?n .
}",,"[[(""1225""^^xsd:positiveInteger )]]",[]
116,0,¿Quién es el jugador más jóven de la Premier League?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:team ?x . 
        ?x dbo:league res:Premier_League . 
        ?uri dbo:birthDate ?y . 
} 
ORDER BY DESC(?y) 
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/Ernie_Pinkney)]],[]
